,FuD-Key,letzte Änderung,Dokumenttyp,URL,Nr.,Verfasser,GND (Verfasser),VIAF (Verfasser),Empfänger,GND (Empfänger),VIAF (Empfänger),Datierung (JJJJ-MM-TT),Alternative Datierung,Ausstellungsort,Geonames (Ausstellungsort),Empfangsort,Geonames (Empfangsort),Vorlage,Vollständigkeit des Archivals,Erläuterung Unvollständigkeit,Umfang in Seiten,Anfang des Briefes,Inhaltliche Stichpunkte,Weitere Personen,GND (Weitere Personen),VIAF (Weitere Personen),Orte,Geonames (Orte),Schlagwörter,Editionen,Vermerk,Bestand,Verweise,Digitalisate: Dateiname (Signatur),Zitierempfehlung,year,decade
5894,CdS-b1-067x,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8183,C01/S05/340,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Bignan, Anne",http://d-nb.info/gnd/100737781,http://viaf.org/viaf/76409620,1840-05-20,,,,,,Abschrift,vollständig,,1,"Il me semble, Monsieur, que je dois vous dire que j'ai renoncé à l'idée de faire paraître","Hat aus mehreren Gründen das Projekt verworfen, ein kleines Stück zu veröffentlichen. Dank auch an Darthenay für sein Entgegenkommen. Verzögerter Brief wegen fehlender Anschrift auf dem Land.","Arthenay, Monsieur d'",,,,,,,,Toulon,0,CdS-b1-067x-0.jpg (C01/S05/340),"C01/S05/340. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8183.",1840.0,1840
5895,CdS-b1-06a2,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8265,CdS/59/117-120,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1820-10-12,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,8,"Je vous ai écrit, il y a quelques jours, une lettre sans doute fort triste, Monsieur et ami.","Niedergeschlagenheit wegen Abreise ihrer Familie. Bericht des „Journal des Débats“ über den Tod von Minette unterscheidet sich vom Bericht der anderen Zeitungen. Zwar hatte die Berliner Zeitung Aussagen ihrer Tochter verdreht, aber CdS hatte es damals nicht zu ernst genommen, einerseits weil sie von ihrer Trauer noch überwältigt war, und andererseits weil sie dachte, dass jeder die Wahrheit wusste. Aber falsche Gerüchte fassen anscheinend Fuß. Was der „Journal des Débats“ berichtet ist schlicht und einfach falsch, darunter allein viele Einzelheiten, die CdS ausführlich auflistet. Diese Darstellung ist eine Verleumdung. CdS hat ihrer Schwester [?? Vielleicht der Schwägerin Gumppenberg?] einen Brief an Drais diktiert, in dem alles ausführlich klar gestellt wird. Nun ihre Frage an Bs: soll sie die Zeitung verklagen? Sie bittet um Bs Rat, er darf die Frage auch mit Amalric gerne besprechen. Bs Rat, CdS sollte wieder anfangen zu arbeiten, kann sie noch nicht folgen, der Geist ist noch nicht dazu bereit.","Amalric, François de Sales; Drais, Pierre (Vertrauensmann der CdS); Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette",http://d-nb.info/gnd/10001495X; http://d-nb.info/gnd/1188442287; n/a,http://viaf.org/viaf/27404651; http://viaf.org/viaf/24156073846353862446; n/a,,,Tod/Trauer; Presse,,,Schloss Dyck,0,CdS-b1-06a2-0.jpg (CdS/59/117); CdS-b1-06a2-1.jpg (CdS/59/118); CdS-b1-06a2-2.jpg (CdS/59/119); CdS-b1-06a2-3.jpg (CdS/59/120),"CdS/59/117-120. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8265.",1820.0,1820
5899,CdS-b1-069h,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8239,C01/S05/373-374,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Théis, Charles Constant de",http://d-nb.info/gnd/117624365,http://viaf.org/viaf/794527,1840-08-27,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"J'ai reçu ta lettre à Paris, mon cher Charles, en même tems que celle du Prince qui m'annonçait ","Treffen von Charles und SRD in Leipzig. SRDs Begeisterung für die Botanik. Besichtigung von Gärten in Leipzig und Bekanntschaft mit dem dortigen Gartendirektor. Ehrenwerte berufliche Position von Charles. Ihre Freude an seinem Wohlergehen, besonders im Vergleich zum letzten Treffen zwischen CdS und Charles. Freude über das Treffen mit seinem Vater (ihrem Bruder) in Paris. Dessen Gefallen am friedlichen Landleben. CdS zieht das Leben in Paris vor. Unerfüllte Hoffnung, SRD würde  nach Paris kommen. Anstrengende Reise nach Dyck, deren Folgen ihr Schreiben an ihn verzögert hat. Wohlergehen der Enkel; voraussichtlich kein Urlaub für Alexandre; Félix‘ Gefallen am Leben auf Dyck und Wiederaufnahme seines Jurastudiums in Paris im Oktober. Vorliebe von Charles für Leipzig? Man fühlt sich im eigenen Land immer besser, findet CdS. Bitte um seine Nachrichten. Vielleicht ergibt sich ein Besuch in Dyck? Grüße.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Alexandre de",http://d-nb.info/gnd/1159074453; n/a; n/a,http://viaf.org/viaf/1847152636116120051820; n/a; n/a,"Berlin; Leipzig; Aventure / L'Aventure (Schloss), Gde. Chauny",https://www.geonames.org/2950159; https://www.geonames.org/2879139; https://www.geonames.org/3025860,Botanik/Gartenkunst; Landleben/Provinzleben; Stadtleben,,,Toulon,0,CdS-b1-069h-0.jpg (C01/S05/373); CdS-b1-069h-1.jpg (C01/S05/374),"C01/S05/373-374. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8239.",1840.0,1840
5900,CdS-b1-069j,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8241,C05/S37/038,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Montémont, Albert",http://d-nb.info/gnd/100526888,http://viaf.org/viaf/29538219,1830-03-11,,,,,,Abschrift,vollständig,,1,"On me dit, Monsieur, que vous êtes affligé de la perte de votre procès.",Montémont hat einen Prozess verloren. Trost der CdS. Beliebtheit des M. und Gleichgültigkeit der Öffentlichkeit gegenüber solchen Ereignissen. Einladung,,,,,,,,,Toulon,0,CdS-b1-069j-0.jpg (C05/S37/038),"C05/S37/038. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8241.",1830.0,1830
5903,CdS-b1-06ac,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8284,C01/S04/077-079,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1821-05-19,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"J'apprends avec le plus vif plaisir, Monsieur et ami, la nouvelle justice","Glückwünsche zum verdienten Erhalt der Ehrenlegion. Der König hat SRD hat neue Titel [brevets?] verliehen. Wunsch der CdS, ihr Pariser Haus zu vermieten oder zu verkaufen. Entschluss, diesen Winter nach Paris zu fahren trotz dortiger Erinnerungen. Anteilnahme ihrer Freunde. Durchreise ihres Bruders durch Paris. Dessen Bereitschaft, der Vormund ihrer Enkel zu werden. Absicht ihres Bruders, ein Werk über die Römer zu veröffentlichen. Überraschender Erfolg des Buches „Solitaire“. Besuch eines netten und gebildeten Herrn aus Köln, der Alt- und Neugriechisch spricht und CdS und SRD zu einer Reise nach Italien und Griechenland anregt. Nachfrage zum Stand der „Nouvelle biographie“ und ob CdS ihren Artikel zusenden soll. Ausbleibender Besuch des russischen Zaren. Ansprache des Generals Pepe an die Neapolitaner. Nachfrage zu den Kammern. Schlechte Schrift der CdS. Unterbrechung ihrer Arbeit an einer neuen Schrift. Nachfrage zum Haus des B.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Alexander I., Zar von Russland; Friedrich Wilhelm III., König von Preußen; Pepe, Guglielmo",http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/120564734; http://d-nb.info/gnd/118501852; http://d-nb.info/gnd/118535986; http://d-nb.info/gnd/116077778,http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/32148970; http://viaf.org/viaf/4938543; http://viaf.org/viaf/774683; http://viaf.org/viaf/19791309,Köln; Italien; Neapel; Griechenland,https://www.geonames.org/2886242; https://www.geonames.org/3175395; https://www.geonames.org/3172394; https://www.geonames.org/390903,Wohnen/Haushalt; Briefpartner/Werk; Auszeichnung/Wettbewerb; Literarisches Geschehen/Neuerscheinung; Reise/Mobilität,,,Toulon,0,CdS-b1-06ac-0.jpg (C01/S04/077); CdS-b1-06ac-1.jpg (C01/S04/078); CdS-b1-06ac-2.jpg (C01/S04/079),"C01/S04/077-079. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8284.",1821.0,1820
5905,CdS-b1-069c,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8234,C01/S05/367,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Novakowsky, Camille de, geb. Chomereau",,,1840-08-06,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"On me dit, ma chère cousine, que vous avez été en France et qu'on ne sait si vous êtes de retour","Ihr aktueller Aufenthaltsort? CdS ist seit acht Tagen in Dyck. Krankheit der CdS in Paris und Anstrengungen der Reise. Hoffnung auf gesundheitliche Besserung auf dem Land. Einladung an sie und ihre Familie, sie in Dyck zu besuchen. Wann können sie kommen? Grüße.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens Fürst und Altgraf zu",http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/139642293,http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/102506361,Deutz,https://www.geonames.org/2937790,,,,Toulon,0,CdS-b1-069c-0.jpg (C01/S05/367),"C01/S05/367. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8234.",1840.0,1840
5916,CdS-b1-06be,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8323,C01/S05/020,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Châtelain, Monsieur",,,1837-04-09,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,2,"Je me hâte, Monsieur, de m'accuser d'une grosse faute d'allemand que j'ai faite hier",Hinweis auf einen von ihr gemachten Fehler das deutsche Wort „Straße“ betreffend. Erhalt des „Constitutionnel“. Freude über den Erfolg des Düngers „Jauffret“.,,,,,,,,,Toulon,0,CdS-b1-06be-0.jpg (C01/S05/020),"C01/S05/020. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8323.",1837.0,1830
5929,CdS-b1-06et,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8479,CdS/02_1/045 ,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Nanteuil, C. de",http://d-nb.info/gnd/11878563X,http://viaf.org/viaf/73973450,1797-06-17,29 prairial an V ,,,,,Abschrift,vollständig,,1,"J’ai lu, Monsieur, avec le plus vif intérêt votre lettre ",Dank für Brief. Positives Urteil der CdS über den ihr gewidmeten Artikel.,,,,,,Briefpartner/Werk; Constance de Salm - Rezeption,,,Schloss Dyck,0,CdS-b1-06et-0.jpg (CdS/02_1/045 ),"CdS/02_1/045 . In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8479.",1797.0,1790
5939,CdS-b1-06f6,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8493,CdS/02_1/048-049 ,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Briquet, Fortunée",http://d-nb.info/gnd/1055221832,http://viaf.org/viaf/88070563,,,,,,,Abschrift,vollständig,,2,"J’ai reçu il y a déjà quelque temps, jeune et très intéressante citoyenne, l’aimable lettre ","Dank für Brief und Auszug aus „Almanach des muses“ mit Versen Briquets. Lob ihrer Verse, Verweis auf die in ihnen sichtbare Handschrift ihres Lehrers und Ehemanns Briquet. Zwei Ratschläge der CdS: Konzentration auf ein größeres, ausführlicheres Werk; Verzicht auf zu viele Übersetzungsarbeiten. Grüße auch an ihren Ehemann.","Briquet, Hilaire Alexandre",http://d-nb.info/gnd/1157691676,http://viaf.org/viaf/159152636166820052829,,,Weibliche Autorschaft; Briefpartner/Werk,,,Schloss Dyck,0,CdS-b1-06f6-0.jpg (CdS/02_1/048); CdS-b1-06f6-1.jpg (CdS/02_1/049),"CdS/02_1/048-049 . In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8493.",,
5940,CdS-b1-06ee,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8443,CdS/02_1/033-034 ,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Andrieux, François",http://d-nb.info/gnd/116310197,http://viaf.org/viaf/2465625,,an IV ,,,,,Abschrift,vollständig,,2,Par vos éloges me flatter!... / Ah! Que vous savez bien comment il faut nous surprendre; ,Anfangszeilen in Versform: Dank für Andrieux’ schmeichelhafte Zeilen. Bescheidenheitstopos. Verweis der CdS auf ihr geringes Alter. In Versform: Über die Kunst der Poesie.,,,,,,Alter/Jugend; CdS: Sapho (1794),,,Schloss Dyck,0,CdS-b1-06ee-0.jpg (CdS/02_1/033); CdS-b1-06ee-1.jpg (CdS/02_1/034),"CdS/02_1/033-034 . In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8443.",,
5941,CdS-b1-06dy,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8417,C01/S05/230,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ramey, Etienne-Jules",http://d-nb.info/gnd/117686441,http://viaf.org/viaf/25386238,1839-07-11,,,,,,Abschrift,vollständig,,2,Je dois partir à la fin de la semaine prochaine. Je désire beaucoup que Monsieur Ramey puisse venir me voir,"Wunsch der CdS, Ramey vor ihrer Abreise noch zu sehen, um über das auszuführende Monument zu sprechen. Ggf. Fertigstellung der Büste während ihrer Abwesenheit. Rechnet Samstagabend mit ihm.",,,,,,Bildende Kunst,,,Toulon,0,CdS-b1-06dy-0.jpg (C01/S05/230),"C01/S05/230. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8417.",1839.0,1830
5947,CdS-b1-06ij,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8619,CdS/02_1/112-113,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,,,,1801-09-13,26 fructidor an IX ,,,,,Abschrift,vollständig,,3,"Citoyens, je lis avec surprise, dans votre feuille du 24, une lettre dans laquelle un anonyme parle en termes peu convenables ","Anonymer Brief im „Journal de Paris“ über eine Lesung der CdS im Lycée des Arts. Antwort der CdS in Versform (Auszug aus einem ihrer aktuellen Werke): Ausdruck der tiefen Verärgerung über diese typische Art der Anfeindung im Literaturbetrieb und Klage über unerbittliche Härte gegen Autoren. Unrecht gegenüber früheren Generationen von Autoren, z.B. Rousseau. Bitte, diese Verse abzudrucken. Ankündigung eines Drucks der „Éloge de Gaviniès“.","Gaviniès, Pierre; Rousseau, Jean-Jacques",http://d-nb.info/gnd/104101024; http://d-nb.info/gnd/118603426,http://viaf.org/viaf/37180896; http://viaf.org/viaf/100184045,,,Gelehrte Gesellschaft; Literarisches Geschehen/Neuerscheinung,,Anmerkung der CdS: Insérée dans le feuilleton du Journal de Paris du 30 fructidor an 9 (17 septembre 1801). ,Schloss Dyck,0,CdS-b1-06ij-0.jpg (CdS/02_1/112); CdS-b1-06ij-1.jpg (CdS/02_1/113),"CdS/02_1/112-113. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8619.",1801.0,1800
5950,CdS-b1-06iw,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8633,CdS/02_1/123,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Picard, Louis-Benoît",http://d-nb.info/gnd/100234526,http://viaf.org/viaf/54241283,1802-01-17,27 nivôse an X ,,,,,Abschrift,vollständig,,1,"Monsieur, un désaveu passe, une pièce reste; ","Erinnerung an sein Versprechen gegenüber CdS, den Charakter der Figur in seiner Komödie zu ändern.",,,,,,Literarisches Geschehen/Neuerscheinung; Theater,,,Schloss Dyck,0,CdS-b1-06iw-0.jpg (CdS/02_1/123),"CdS/02_1/123. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8633.",1802.0,1800
5951,CdS-b1-06hi,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8582,CdS/02_1/096,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,,,,1800-03-08,17 ventôse an VIII ,,,,,Abschrift,vollständig,,1,"Citoyens, la malveillance avec laquelle mon ouvrage a été entendu ","Entschluss der CdS, ihr erfolgloses Stück „Camille“ nicht zu überarbeiten, sondern vollständig vom Spielplan nehmen zu lassen. Dank an die Schauspieler für ihre Bemühungen.",,,,,,Constance de Salm - Rezeption; Theater; CdS: Camille ou Amitié et imprudence (1799),,,Schloss Dyck,0,CdS-b1-06hi-0.jpg (CdS/02_1/096),"CdS/02_1/096. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8582.",1800.0,1800
5953,CdS-b1-06j1,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8638,CdS/81/122-123,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Bavier, Monsieur de",,,1840-09-10,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"J’ai reçu votre lettre, Monsieur, peu de jours après mon arrivée ici,","Dank für den zugesandten Brief. Unwohlsein der CdS. Trauer wegen des Todes von Frau Steffens sowie von Fräulein (von) Trosdorf, die sie im vorigen Jahr bei sich hatte einstellen wollen. Trauerfälle um Madame de Bavier. CdS würde sich freuen, beide zu sehen. SRD im Oktober in Berlin, dann will CdS nach Aachen, danach vielleicht nach Paris. Félix und Alexandre geht es gut.","Steffens, Frau; Trosdorff, Fräulein; Bavier, Madame de; Salm, Constance de",n/a; n/a; n/a; http://d-nb.info/gnd/116765968,n/a; n/a; n/a; https://viaf.org/viaf/121051,Aachen; Berlin,https://www.geonames.org/3247449; https://www.geonames.org/2950159,Tod/Trauer,,,Schloss Dyck,0,CdS-b1-06j1-0.jpg (CdS/81/122); CdS-b1-06j1-1.jpg (CdS/81/123),"CdS/81/122-123. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8638.",1840.0,1840
5961,CdS-b1-06jj,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8657,CdS/02_1/133,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Duchosal, Marie-Émile-Guillaume",http://d-nb.info/gnd/128511419,http://viaf.org/viaf/29641872,,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,1,"Venez Duchosal, / Du plaisir rival, / Venez au régal / Nullement frugal / Encor moins banal ",Einladung zum Essen in Versform.,,,,,,Gesellschaftliches Leben,,,Schloss Dyck,0,CdS-b1-06jj-0.jpg (CdS/02_1/133),"CdS/02_1/133. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8657.",,
5962,CdS-b1-06kd,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8688,CdS/02_1/154,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Amalric, François de Sales",http://d-nb.info/gnd/10001495X,http://viaf.org/viaf/27404651,,,,,,,Abschrift,unvollständig,Es fehlen Anrede und Unterschrift.,1,"Aimer pour la vie, est fort doux, / J’en reçois l’aimable assurance: / Mais le cœur, soit dit entre nous, / se refroidit ","In Versform: Antwort auf Amalric, der ihr zugesichert hatte, ihr sein Leben lang verbunden zu sein. Statt der bloßen Bekundung seiner Zuneigung aus der Ferne würde sich CdS einen Besuch Amalrics bei sich wünschen.",,,,,,Freundschaft,,,Schloss Dyck,0,CdS-b1-06kd-0.jpg (CdS/02_1/154),"CdS/02_1/154. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8688.",,
5966,CdS-b1-06lm,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/8734,CdS/81/139-140,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Drais, Pierre (Vertrauensmann der CdS)",http://d-nb.info/gnd/1188442287,http://viaf.org/viaf/24156073846353862446,1841-01-11,,Aachen,https://www.geonames.org/3247449,,,Abschrift,vollständig,,3,"Je commence cette lettre aujourd’hui, Monsieur, je la finirai demain, et j‘espère vous y annoncer le jour ","Warten auf Weiterreise nach Paris. Schwache Gesundheit. Feindliche Stimmung zwischen Frankreich und Deutschland. Finanzielle Angelegenheiten, die in Paris zu klären sein werden. Bemerkungen zu einer namentlich nicht genannten Angestellten der CdS [?]. Bitte um rasche Antwort. Suche nach Briefen aus dem Jahr 1823.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Herstatt, Herr (Vertrauensmann oder Angestellte); Rougemont, Monsieur de",http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/120564734; n/a; n/a,http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/32148970; n/a; n/a,,,Krieg/Konflikt; Wirtschaft/Finanzen; Reise/Mobilität,,,Schloss Dyck,0,CdS-b1-06lm-0.jpg (CdS/81/139); CdS-b1-06lm-1.jpg (CdS/81/140),"CdS/81/139-140. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/8734.",1841.0,1840
